fix_commit,fname,changed_lines,bug_commits
59d8ce85,packages/merkle-distributor/kpi-options-helpers/calculate-uma-tvl.ts,"[[('-1', '1'), ('+1', '1')]]",{'26b16f619'}
264c2169,packages/core/deploy/002_deploy_registry.js,"[[('-1', '1'), ('+1', '1')]]",{'d3b7cb469'}
264c2169,packages/core/deploy/003_deploy_bridge.js,"[[('-1', '1'), ('+1', '1')]]",{'d3b7cb469'}
264c2169,packages/core/deploy/004_deploy_generic_handler.js,"[[('-1', '1'), ('+1', '1')]]",{'d3b7cb469'}
264c2169,packages/core/deploy/007_identifier_whitelist.js,"[[('-1', '1'), ('+1', '1')]]",{'d3b7cb469'}
264c2169,packages/core/deploy/008_mock_oracle.js,"[[('-1', '1'), ('+1', '1')]]",{'d3b7cb469'}
6b18caa1,packages/affiliates/libs/bigquery.js,"[[('-1', '1'), ('+0', '0')]]",{'4e320e202'}
6b18caa1,packages/affiliates/test/datasets/set1/logs_0x3605Ec11BA7bD208501cbb24cd890bC58D2dbA56.txt,"[[('-1', '1'), ('+0', '0')], [('-3', '1'), ('+2', '1')], [('-4', '0'), ('+4', '1')], [('-10', '1'), ('+9', '0')], [('-11', '0'), ('+11', '1')], [('-500', '0'), ('+501', '617')]]",{'d981b0902'}
6b18caa1,packages/affiliates/test/datasets/set1/logs_0xaBBee9fC7a882499162323EEB7BF6614193312e3.txt,"[[('-1', '1'), ('+0', '0')], [('-2', '0'), ('+2', '1')], [('-6', '1'), ('+5', '0')], [('-7', '0'), ('+7', '1')], [('-12', '1'), ('+11', '0')], [('-13', '0'), ('+13', '1')], [('-279', '1'), ('+278', '0')], [('-280', '0'), ('+280', '359')]]",{'d981b0902'}
5e1e72f0,packages/affiliates/package.json,"[[('-30', '1'), ('+29', '0')]]",{'ebac9ac9e'}
11d22325,packages/core/scripts/creator-umip/1_Propose.js,"[[('-1', '2'), ('+1', '2')], [('-4', '2'), ('+4', '2')]]",{'f9fca1ee6'}
11d22325,packages/core/scripts/creator-umip/3_Verify.js,"[[('-5', '1'), ('+5', '1')]]",{'f9fca1ee6'}
11d22325,packages/core/scripts/umip-3/2_VoteSimulate.js,"[[('-4', '2'), ('+4', '2')]]",{'0ed34abba'}
40505f99,packages/merkle-distributor/scripts/0_MerklePayoutIngestor.ts,"[[('-10', '2'), ('+10', '2')]]",{'22821873f'}
