fix_commit,fname,changed_lines,bug_commits
d15f0264,contracts/oracles/compound/CTokenMultiOracle.sol,"[[('-2', '1'), ('+2', '1')]]",{'f10403f32'}
d15f0264,contracts/oracles/compound/CompoundChiOracle.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/oracles/compound/CompoundMultiOracle.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/oracles/compound/CompoundRateOracle.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
d15f0264,contracts/oracles/uniswap/UniswapV3Oracle.sol,"[[('-2', '1'), ('+2', '1')]]",{'cade0c78d'}
db6371e0,package.json,"[[('-3', '1'), ('+3', '1')]]",{'929607504'}
7d97961c,test/101_fixtures.ts,"[[('-1', '61'), ('+0', '0')]]","{'5d91a86e4', 'b78b003e0', '19473a21b', 'afd1d79b8', '3311d2ffd'}"
d11c77de,package.json,"[[('-25', '1'), ('+24', '0')], [('-35', '1'), ('+34', '2')]]",{'b5f7bfa1a'}
d11c77de,yarn.lock,"[[('-615', '4'), ('+615', '4')]]","{'b5f7bfa1a', 'd58fde388'}"
7b165494,package.json,"[[('-3', '1'), ('+3', '1')]]",{'b99b225e0'}
1a46777c,contracts/mocks/TestOracle.sol,"[[('-1', '17'), ('+0', '0')]]","{'31036c084', 'fa75165cc', '489e19b38', 'e97a4d1cf', 'f66ffcafb', 'fc03bcee4', '06ab817b3', '1c681e3a9'}"
1a46777c,test/011_testOracle.js,"[[('-1', '23'), ('+0', '0')]]","{'2a572b42b', '37dbfc915', 'c3ec5ef26'}"
a81fc9bd,package.json,"[[('-28', '1'), ('+27', '0')]]",{'056e96e72'}
102afb42,test/052_vat_join.ts,"[[('-1', '108'), ('+0', '0')]]","{'0a5115637', '182b0800c', 'bd8178228', '312f69f63', '8fb2e2a23', '9a4712a26', '5a93f78bb', '13578e424', '5b1cca74c', '41402c70f'}"
73d8b656,package.json,"[[('-26', '1'), ('+25', '0')]]",{'df6fe2986'}
c6a625b1,test/115_treasury_saving.js,"[[('-1', '1'), ('+1', '1')]]",{'2ed15898f'}
c6a625b1,test/121_ydai.js,"[[('-2', '2'), ('+2', '1')]]","{'6c01189c6', '2ed15898f'}"
c6a625b1,test/123_controller_weth.js,"[[('-1', '22'), ('+0', '0')]]","{'051828c04', '00bef7167', '1c106811a', '8218b193b', '01c65a783', 'e73930a6b', '4000043bc', 'e75fc291d', '179992f60'}"
c6a625b1,test/124_controller_chai.js,"[[('-1', '22'), ('+0', '0')]]","{'051828c04', '1c106811a', '8218b193b', '01c65a783', 'e73930a6b', '4000043bc', 'e75fc291d', '179992f60'}"
c6a625b1,test/127_yDai_delegable.js,"[[('-1', '23'), ('+0', '0')]]","{'50f488ee9', '01c65a783', 'e75fc291d', '7bb172737', '179992f60'}"
c6a625b1,test/128_controller_ethProxy.js,"[[('-1', '18'), ('+0', '0')]]","{'24a23eb17', '01c65a783', '7bb172737', '179992f60'}"
c6a625b1,test/131_liquidations.js,"[[('-1', '18'), ('+0', '0')]]","{'038ca7be3', '7a01ab114', '179992f60'}"
c6a625b1,test/132_unwind_treasury.js,"[[('-1', '23'), ('+0', '0')]]","{'01c65a783', '390967a15', 'feb839205', 'e75fc291d', '179992f60'}"
c6a625b1,test/133_unwind_dealer.js,"[[('-1', '23'), ('+0', '0')]]","{'01c65a783', '390967a15', 'feb839205', 'e75fc291d', '179992f60'}"
c6a625b1,test/134_unwind_skim.js,"[[('-1', '23'), ('+1', '2')]]","{'e75fc291d', '1c2dfd377', '179992f60'}"
fc64368e,.soliumrc.json,"[[('-48', '4'), ('+48', '1')]]",{'2fa5e9123'}
42c18024,.github/workflows/buidler.yml,"[[('-1', '24'), ('+0', '0')]]","{'cd3d44f0f', 'ff33ce579', '5c80b9092', 'e2fa23f8f', 'ff5ec7e47', 'b47720b80', '453e53fbf'}"
42c18024,.github/workflows/lint.yml,"[[('-1', '19'), ('+0', '0')]]","{'cd3d44f0f', '2c5be5523'}"
42c18024,docker/Dockerfile,"[[('-1', '12'), ('+0', '0')]]","{'ff9a76f04', '33bbe3ab2'}"
42c18024,docker/entrypoint.sh,"[[('-1', '40'), ('+0', '0')]]","{'d822e66c8', '33bbe3ab2', '70de9b207'}"
42c18024,package.json,"[[('-8', '1'), ('+7', '0')], [('-12', '0'), ('+12', '1')], [('-14', '3'), ('+14', '2')], [('-33', '0'), ('+33', '1')]]","{'df58dfe5a', 'c3db231b4', '2fa5e9123'}"
42c18024,scripts/setup_external_dev.js,"[[('-1', '57'), ('+0', '0')]]","{'9c95ba034', 'c34fd3ffc', '372445670', '5fd1292a4', '1e517b4bb'}"
42c18024,test/non-functional/401_dealer_gas.ts,"[[('-2', '122'), ('+2', '120')]]","{'8e343a371', '7de4d0482', 'd7bc84f7a', 'e61601b7c', '047cd3f34', 'c86b348ea', '0b0bd0aa5', '491ab2bfd', '0096deaf8', 'e75fc291d', '70a3215ff', '74c38ea4b'}"
